T	2013-04-21 07:59:06	51.2272260	0.2058085	110.4			
T	2013-04-21 07:59:07	51.2274984	0.2055934	110.5			
T	2013-04-21 07:59:08	51.2277697	0.2053722	111.1			
T	2013-04-21 07:59:09	51.2280396	0.2051479	111.2			
T	2013-04-21 07:59:10	51.2283074	0.2049424	111.2			
T	2013-04-21 07:59:11	51.2285953	0.2047497	110.9			
T	2013-04-21 07:59:12	51.2288759	0.2045422	110.7			
T	2013-04-21 07:59:13	51.2291708	0.2043833	111.7			
T	2013-04-21 07:59:14	51.2294629	0.2042147	112.2			
T	2013-04-21 07:59:15	51.2297554	0.2040528	112.1			
T	2013-04-21 07:59:16	51.2300528	0.2038969	112.0			
T	2013-04-21 07:59:17	51.2303430	0.2037423	112.1			
T	2013-04-21 07:59:18	51.2306410	0.2035903	112.3			
T	2013-04-21 07:59:19	51.2309517	0.2034681	113.0			
T	2013-04-21 07:59:20	51.2312522	0.2033318	113.6			
T	2013-04-21 07:59:21	51.2315491	0.2031914	113.2			
T	2013-04-21 07:59:22	51.2318474	0.2030198	113.2			
T	2013-04-21 07:59:23	51.2321465	0.2028772	114.8			
T	2013-04-21 07:59:24	51.2324410	0.2027236	115.3			
T	2013-04-21 07:59:25	51.2327338	0.2025670	115.1			
T	2013-04-21 07:59:27	51.2333426	0.2022715	116.2			
T	2013-04-21 07:59:28	51.2336539	0.2021110	117.2			
T	2013-04-21 07:59:29	51.2339571	0.2019550	117.7			
T	2013-04-21 07:59:30	51.2342497	0.2017939	117.5			
T	2013-04-21 07:59:31	51.2345474	0.2016434	118.1			
T	2013-04-21 07:59:32	51.2348492	0.2014887	118.4			
T	2013-04-21 07:59:33	51.2351416	0.2013345	118.6			
T	2013-04-21 07:59:34	51.2354386	0.2011802	119.2			
T	2013-04-21 07:59:35	51.2357430	0.2010301	119.7			
T	2013-04-21 07:59:36	51.2360410	0.2008600	121.0			
T	2013-04-21 07:59:37	51.2363320	0.2007030	119.8			
T	2013-04-21 07:59:38	51.2366371	0.2005686	120.9			
T	2013-04-21 07:59:39	51.2369544	0.2004342	121.5			
T	2013-04-21 07:59:40	51.2372643	0.2003076	122.3			
T	2013-04-21 07:59:41	51.2375650	0.2001814	122.7			
T	2013-04-21 07:59:42	51.2378674	0.2000569	122.6			
T	2013-04-21 07:59:43	51.2381699	0.1999326	122.7			
T	2013-04-21 07:59:44	51.2384601	0.1998088	122.7			
T	2013-04-21 07:59:45	51.2387539	0.1996800	122.9			
T	2013-04-21 07:59:46	51.2390417	0.1995557	123.0			
T	2013-04-21 07:59:47	51.2393186	0.1994421	123.1			
T	2013-04-21 07:59:48	51.2396518	0.1993520	123.0			
T	2013-04-21 07:59:49	51.2399550	0.1992465	123.2			
T	2013-04-21 07:59:50	51.2402558	0.1991297	123.2			
T	2013-04-21 07:59:51	51.2405527	0.1990026	123.2			
T	2013-04-21 07:59:52	51.2408299	0.1988960	123.7			
T	2013-04-21 07:59:53	51.2411208	0.1987959	123.4			
T	2013-04-21 07:59:54	51.2414135	0.1986859	123.6			
T	2013-04-21 07:59:55	51.2416937	0.1985923	123.8			
T	2013-04-21 07:59:56	51.2419833	0.1984970	124.0			
T	2013-04-21 07:59:57	51.2422679	0.1983973	124.3			
T	2013-04-21 07:59:58	51.2425473	0.1983036	124.4			
T	2013-04-21 07:59:59	51.2428265	0.1982099	124.5			
T	2013-04-21 08:01:48	51.2703259	0.1845315	138.0			
T	2013-04-21 08:01:51	51.2709141	0.1840343	142.5			
T	2013-04-21 08:01:52	51.2711055	0.1838935	140.0			
T	2013-04-21 08:01:53	51.2713022	0.1837978	138.2			
T	2013-04-21 08:01:54	51.2714928	0.1836750	137.5			
T	2013-04-21 08:01:55	51.2716881	0.1835428	137.6			
T	2013-04-21 08:01:56	51.2718768	0.1834603	135.6			
T	2013-04-21 08:01:57	51.2720739	0.1833469	134.9			
T	2013-04-21 08:01:58	51.2722590	0.1832538	135.1			
T	2013-04-21 08:01:59	51.2724403	0.1831626	135.1			
T	2013-04-21 08:02:00	51.2726411	0.1830853	137.1			
T	2013-04-21 08:02:01	51.2728295	0.1830160	137.7			
T	2013-04-21 08:02:02	51.2730139	0.1829465	137.9			
T	2013-04-21 08:02:03	51.2731913	0.1828795	137.6			
T	2013-04-21 08:02:04	51.2733706	0.1828279	137.4			
T	2013-04-21 08:02:05	51.2735370	0.1827850	137.9			
T	2013-04-21 08:02:06	51.2736933	0.1827380	138.8			
T	2013-04-21 08:02:07	51.2738406	0.1827280	138.1			
T	2013-04-21 08:02:08	51.2740005	0.1826894	137.7			
T	2013-04-21 08:02:09	51.2741344	0.1826565	138.2			
T	2013-04-21 08:02:10	51.2742743	0.1826257	137.2			
T	2013-04-21 08:02:11	51.2744109	0.1825879	136.5			
T	2013-04-21 08:02:12	51.2745528	0.1825507	137.4			
T	2013-04-21 08:02:13	51.2747027	0.1825033	136.7			
T	2013-04-21 08:02:14	51.2748572	0.1824822	135.2			
T	2013-04-21 08:02:15	51.2749928	0.1824025	134.2			
T	2013-04-21 08:02:16	51.2751079	0.1823677	134.2			
T	2013-04-21 08:02:17	51.2752214	0.1823258	132.3			
T	2013-04-21 08:02:18	51.2753314	0.1822607	132.7			
T	2013-04-21 08:02:19	51.2754421	0.1822102	132.3			
T	2013-04-21 08:02:20	51.2755523	0.1821522	133.0			
T	2013-04-21 08:02:21	51.2756483	0.1821092	132.7			
T	2013-04-21 08:02:22	51.2757398	0.1820570	134.2			
T	2013-04-21 08:02:23	51.2758372	0.1820123	132.5			
T	2013-04-21 08:02:24	51.2759160	0.1819727	132.3			
T	2013-04-21 08:02:25	51.2759919	0.1819380	132.5			
T	2013-04-21 08:02:26	51.2760837	0.1818904	134.7			
T	2013-04-21 08:02:27	51.2761498	0.1818500	135.0			
T	2013-04-21 08:02:28	51.2762111	0.1818179	135.4			
T	2013-04-21 08:02:29	51.2762779	0.1817691	136.5			
T	2013-04-21 08:02:30	51.2763420	0.1817414	138.4			
T	2013-04-21 08:02:31	51.2763921	0.1817246	139.6			
T	2013-04-21 08:02:32	51.2764418	0.1816990	140.4			
T	2013-04-21 08:02:34	51.2765132	0.1816774	139.7			
T	2013-04-21 08:02:36	51.2765786	0.1816396	143.5			
T	2013-04-21 08:02:38	51.2766346	0.1816235	144.0			
T	2013-04-21 08:02:41	51.2765950	0.1816678	143.9			
T	2013-04-21 08:03:40	51.2767341	0.1816256	145.0			
T	2013-04-21 08:03:41	51.2768687	0.1815396	144.0			
T	2013-04-21 08:03:43	51.2770367	0.1814198	142.5			
T	2013-04-21 08:03:45	51.2771794	0.1813136	141.9			
T	2013-04-21 08:03:47	51.2773331	0.1811715	142.6			
T	2013-04-21 08:03:48	51.2774327	0.1810941	141.6			
T	2013-04-21 08:03:49	51.2775214	0.1810195	140.5			
T	2013-04-21 08:03:50	51.2776170	0.1809351	140.8			
T	2013-04-21 08:03:51	51.2777153	0.1808892	141.7			
T	2013-04-21 08:03:52	51.2778170	0.1808511	141.7			
T	2013-04-21 08:03:53	51.2779202	0.1807809	142.6			
T	2013-04-21 08:03:54	51.2780356	0.1807018	141.9			
T	2013-04-21 08:03:55	51.2781438	0.1806248	142.9			
T	2013-04-21 08:03:56	51.2782654	0.1805614	143.1			
T	2013-04-21 08:03:57	51.2783996	0.1804512	142.8			
T	2013-04-21 08:03:58	51.2785300	0.1803204	143.1			
T	2013-04-21 08:03:59	51.2786707	0.1802091	142.9			
T	2013-04-21 08:04:00	51.2787958	0.1800911	142.9			
T	2013-04-21 08:04:01	51.2789150	0.1799427	141.5			
T	2013-04-21 08:04:02	51.2790866	0.1798550	142.3			
T	2013-04-21 08:04:03	51.2792345	0.1797449	143.1			
T	2013-04-21 08:04:04	51.2793797	0.1796223	143.3			
T	2013-04-21 08:04:05	51.2794791	0.1794968	144.1			
T	2013-04-21 08:04:06	51.2796089	0.1793386	144.7			
